60	60	7842.0	2.2489995833333336	1.70609275399994e-05
90	90	7843.0	5.134703150000001	7.640024971412472e-06
120	120	7844.0	8.575472183333334	4.301857328403973e-06
150	150	7845.0	14.262726566666666	2.774965839998783e-06
180	180	7843.0	22.035494783333334	1.9222053776198718e-06
210	210	7845.0	31.64547215	1.4133705967553996e-06
240	240	7844.0	49.44786405	1.0828675969986798e-06
270	270	7844.0	63.82145858333333	8.549524254471868e-07
300	300	7844.0	73.70113473333335	6.937414599933803e-07
330	330	7843.0	93.5465347	5.729940454111639e-07
360	360	7843.0	129.83393428333335	4.814484045347598e-07
