60	60	7722.0	0.43705798333333334	1.0557566106073057e-12
90	90	7723.0	1.6809963	1.209969624493823e-16
120	120	7723.0	1.5630758166666667	7.296680620827445e-17
150	150	7727.0	2.4534259333333335	4.9439619065339e-17
180	180	7723.0	5.1472394	2.8080836267374565e-17
210	210	7727.0	5.457529249999999	2.7972416050126014e-17
240	240	7724.0	8.752896433333332	1.769960046582586e-17
270	270	7724.0	11.186718733333333	1.2008809609697843e-17
300	300	7724.0	15.3371728	1.1953328951652686e-17
360	360	7723.0	21.820246216666664	6.7618640179310796e-18
330	330	7723.0	22.631081666666667	8.047024757152667e-18
