60	60	7245.0	3.700015516666667	1.0451730626803712e-12
90	90	7245.0	8.2642215	1.0470357220127013e-14
120	120	7245.0	14.875155150000001	5.912804967866947e-15
150	150	7246.0	23.080713683333332	3.800128614561693e-15
210	210	7246.0	44.21800548333333	1.9441913357010066e-15
180	180	7245.0	61.58011878333333	2.6119514537348287e-15
270	270	7245.0	108.70904715	1.1592289628215013e-15
330	330	7245.0	120.89020041666666	7.7487929267539e-16
240	240	7245.0	126.97865425	1.4795564946823436e-15
300	300	7245.0	147.4012253	9.403014391423659e-16
360	360	7245.0	209.56651324999999	6.526626027819615e-16
